run_id	sequence_accession	score	percent_identity	n_reads	viral_name
SRR1585553	NC_007605.1	97	100	13940	Epstein-Barr virus
SRR2079885	NC_007605.1	100	98	22656	Epstein-Barr virus
SRR1585554	NC_007605.1	97	100	22640	Epstein-Barr virus
SRR1585555	NC_007605.1	97	100	23217	Epstein-Barr virus
SRR1585556	NC_007605.1	97	100	13089	Epstein-Barr virus
SRR10039406	NC_007605.1	62	99	2331	Epstein-Barr virus
SRR10039408	NC_007605.1	55	99	2000	Epstein-Barr virus
SRR1585557	NC_007605.1	100	100	11909	Epstein-Barr virus
SRR10039409	NC_007605.1	53	99	2826	Epstein-Barr virus
SRR1313108	NC_007605.1	52	99	761	Epstein-Barr virus
SRR2105891	NC_007605.1	96	99	435	Epstein-Barr virus
SRR2227884	NC_007605.1	100	99	451	Epstein-Barr virus
SRR2236749	NC_007605.1	97	99	470	Epstein-Barr virus
SRR2236753	NC_007605.1	97	99	412	Epstein-Barr virus
SRR11562283	NC_007605.1	67	99	198	Epstein-Barr virus
SRR2758920	NC_007605.1	97	100	233745	Epstein-Barr virus
SRR2758921	NC_007605.1	97	100	249357	Epstein-Barr virus
SRR2758922	NC_007605.1	97	100	462314	Epstein-Barr virus
SRR2758923	NC_007605.1	97	100	95969	Epstein-Barr virus
SRR2223576	NC_007605.1	65	98	210	Epstein-Barr virus
SRR2223582	NC_007605.1	71	99	203	Epstein-Barr virus
SRR1916265	NC_007605.1	90	99	1408	Epstein-Barr virus
SRR1522996	NC_007605.1	57	96	13237	Epstein-Barr virus
SRR2223593	NC_007605.1	67	98	186	Epstein-Barr virus
SRR1293901	NC_007605.1	100	98	85707	Epstein-Barr virus
SRR1522998	NC_007605.1	100	96	35359	Epstein-Barr virus
SRR1293902	NC_007605.1	100	98	245904	Epstein-Barr virus
SRR2223612	NC_007605.1	74	98	205	Epstein-Barr virus
SRR2236820	NC_007605.1	99	99	397	Epstein-Barr virus
SRR11562321	NC_007605.1	58	98	180	Epstein-Barr virus
SRR1916340	NC_007605.1	95	99	1916	Epstein-Barr virus
SRR1743139	NC_007605.1	100	99	648	Epstein-Barr virus
SRR1663282	NC_007605.1	51	99	147	Epstein-Barr virus
SRR1805691	NC_007605.1	100	99	144836	Epstein-Barr virus
SRR1805692	NC_007605.1	100	99	144402	Epstein-Barr virus
SRR1531167	NC_007605.1	78	99	11789	Epstein-Barr virus
SRR1531168	NC_007605.1	76	99	23273	Epstein-Barr virus
SRR1663289	NC_007605.1	75	100	449	Epstein-Barr virus
SRR1805693	NC_007605.1	100	99	131977	Epstein-Barr virus
SRR2223943	NC_007605.1	59	98	179	Epstein-Barr virus
SRR1805694	NC_007605.1	100	99	119320	Epstein-Barr virus
SRR1609545	NC_007605.1	100	99	15129	Epstein-Barr virus
SRR2223981	NC_007605.1	53	99	145	Epstein-Barr virus
SRR2236865	NC_007605.1	94	99	405	Epstein-Barr virus
SRR2224037	NC_007605.1	54	99	159	Epstein-Barr virus
SRR2583975	NC_007605.1	51	98	156	Epstein-Barr virus
SRR2236885	NC_007605.1	75	99	199	Epstein-Barr virus
SRR2224061	NC_007605.1	78	99	221	Epstein-Barr virus
SRR2224206	NC_007605.1	100	99	422	Epstein-Barr virus
SRR2236970	NC_007605.1	97	99	456	Epstein-Barr virus
SRR2224426	NC_007605.1	100	99	433	Epstein-Barr virus
SRR11563708	NC_007605.1	97	100	203394	Epstein-Barr virus
SRR11563709	NC_007605.1	98	99	675962	Epstein-Barr virus
SRR11563710	NC_007605.1	99	99	707331	Epstein-Barr virus
SRR2237302	NC_007605.1	94	99	375	Epstein-Barr virus
SRR11563712	NC_007605.1	99	99	945261	Epstein-Barr virus
SRR11563713	NC_007605.1	98	99	512637	Epstein-Barr virus
SRR3113682	NC_007605.1	95	99	1721	Epstein-Barr virus
SRR11563715	NC_007605.1	98	99	532173	Epstein-Barr virus
SRR11563716	NC_007605.1	99	99	1074759	Epstein-Barr virus
SRR1794083	NC_007605.1	100	99	9760	Epstein-Barr virus
SRR3113683	NC_007605.1	92	99	1680	Epstein-Barr virus
SRR3113684	NC_007605.1	92	99	1764	Epstein-Barr virus
SRR11563718	NC_007605.1	99	99	1846562	Epstein-Barr virus
SRR1571326	NC_007605.1	97	100	17336	Epstein-Barr virus
SRR061374	NC_007605.1	100	97	924	Epstein-Barr virus
SRR1571327	NC_007605.1	97	100	30148	Epstein-Barr virus
SRR1708351	NC_007605.1	53	100	419	Epstein-Barr virus
SRR1571328	NC_007605.1	97	100	34108	Epstein-Barr virus
SRR191668	NC_007605.1	96	99	1055	Epstein-Barr virus
SRR191669	NC_007605.1	96	99	1335	Epstein-Barr virus
SRR2565534	NC_007605.1	58	98	189	Epstein-Barr virus
SRR2224666	NC_007605.1	100	99	486	Epstein-Barr virus
SRR061385	NC_007605.1	100	97	874	Epstein-Barr virus
SRR1258217	NC_007605.1	100	98	266813	Epstein-Barr virus
SRR2049536	NC_007605.1	66	99	1181	Epstein-Barr virus
SRR1258218	NC_007605.1	100	98	245891	Epstein-Barr virus
SRR1258219	NC_007605.1	100	98	138236	Epstein-Barr virus
SRR2237347	NC_007605.1	97	99	463	Epstein-Barr virus
SRR2770427	NC_007605.1	100	97	6708	Epstein-Barr virus
SRR2770428	NC_007605.1	100	96	23734	Epstein-Barr virus
SRR2770429	NC_007605.1	100	98	7312	Epstein-Barr virus
SRR2770430	NC_007605.1	100	98	9008	Epstein-Barr virus
SRR2770431	NC_007605.1	100	98	10020	Epstein-Barr virus
SRR1744112	NC_007605.1	91	99	313	Epstein-Barr virus
SRR2770432	NC_007605.1	100	98	7161	Epstein-Barr virus
SRR1744119	NC_007605.1	50	99	165	Epstein-Barr virus
SRR1258220	NC_007605.1	100	98	271023	Epstein-Barr virus
SRR1258221	NC_007605.1	100	97	439847	Epstein-Barr virus
SRR038294	NC_007605.1	98	99	32974	Epstein-Barr virus
SRR038295	NC_007605.1	99	99	17442	Epstein-Barr virus
SRR2569737	NC_007605.1	100	99	9021	Epstein-Barr virus
SRR062532	NC_007605.1	54	96	1785	Epstein-Barr virus
SRR2569738	NC_007605.1	100	99	17242	Epstein-Barr virus
SRR2569739	NC_007605.1	100	99	24254	Epstein-Barr virus
SRR2569740	NC_007605.1	100	99	26485	Epstein-Barr virus
SRR2569741	NC_007605.1	100	99	16396	Epstein-Barr virus
SRR2569742	NC_007605.1	100	99	21204	Epstein-Barr virus
SRR062534	NC_007605.1	63	96	1669	Epstein-Barr virus
SRR2569743	NC_007605.1	99	99	5966	Epstein-Barr virus
SRR038296	NC_007605.1	98	99	52818	Epstein-Barr virus
SRR2569744	NC_007605.1	100	99	17840	Epstein-Barr virus
SRR2569745	NC_007605.1	100	99	11633	Epstein-Barr virus
SRR2569746	NC_007605.1	100	99	11625	Epstein-Barr virus
SRR2569747	NC_007605.1	100	99	15197	Epstein-Barr virus
SRR2569748	NC_007605.1	100	99	25988	Epstein-Barr virus
SRR038297	NC_007605.1	99	99	9881	Epstein-Barr virus
SRR1803196	NC_007605.1	100	99	144997	Epstein-Barr virus
SRR038298	NC_007605.1	98	99	33641	Epstein-Barr virus
SRR1803197	NC_007605.1	100	99	167678	Epstein-Barr virus
SRR2443105	NC_007605.1	80	98	583	Epstein-Barr virus
SRR2569749	NC_007605.1	100	99	11275	Epstein-Barr virus
SRR2443106	NC_007605.1	81	98	546	Epstein-Barr virus
SRR1803198	NC_007605.1	100	98	185575	Epstein-Barr virus
SRR2569750	NC_007605.1	100	99	23761	Epstein-Barr virus
SRR2443107	NC_007605.1	84	98	578	Epstein-Barr virus
SRR1803199	NC_007605.1	100	99	149268	Epstein-Barr virus
SRR2443108	NC_007605.1	57	98	198	Epstein-Barr virus
SRR2569751	NC_007605.1	100	99	26710	Epstein-Barr virus
SRR2569752	NC_007605.1	100	99	31626	Epstein-Barr virus
SRR1803200	NC_007605.1	100	99	215098	Epstein-Barr virus
SRR2443109	NC_007605.1	57	98	203	Epstein-Barr virus
SRR2443110	NC_007605.1	64	98	257	Epstein-Barr virus
SRR1803201	NC_007605.1	100	98	184400	Epstein-Barr virus
SRR2443112	NC_007605.1	61	98	236	Epstein-Barr virus
SRR2443111	NC_007605.1	60	97	260	Epstein-Barr virus
SRR2443113	NC_007605.1	53	97	244	Epstein-Barr virus
SRR2569754	NC_007605.1	100	99	8791	Epstein-Barr virus
SRR2569753	NC_007605.1	100	99	18063	Epstein-Barr virus
SRR2246986	NC_007605.1	55	99	187	Epstein-Barr virus
SRR2569755	NC_007605.1	100	99	21188	Epstein-Barr virus
SRR2569756	NC_007605.1	100	99	21468	Epstein-Barr virus
SRR2569757	NC_007605.1	100	99	17550	Epstein-Barr virus
SRR2569758	NC_007605.1	100	99	20648	Epstein-Barr virus
SRR2569759	NC_007605.1	100	99	35568	Epstein-Barr virus
SRR2569760	NC_007605.1	100	99	6205	Epstein-Barr virus
SRR1803202	NC_007605.1	100	99	378795	Epstein-Barr virus
SRR038299	NC_007605.1	98	99	23581	Epstein-Barr virus
SRR1803203	NC_007605.1	100	98	480857	Epstein-Barr virus
SRR2569761	NC_007605.1	100	99	14149	Epstein-Barr virus
SRR1803204	NC_007605.1	100	98	329748	Epstein-Barr virus
SRR2569762	NC_007605.1	100	99	10467	Epstein-Barr virus
SRR1803205	NC_007605.1	98	99	49528	Epstein-Barr virus
SRR1803208	NC_007605.1	98	99	41382	Epstein-Barr virus
SRR2569763	NC_007605.1	100	99	13697	Epstein-Barr virus
SRR1803206	NC_007605.1	99	99	89967	Epstein-Barr virus
SRR2443127	NC_007605.1	51	98	212	Epstein-Barr virus
SRR2569764	NC_007605.1	100	99	21658	Epstein-Barr virus
SRR1803207	NC_007605.1	99	99	65479	Epstein-Barr virus
SRR2443128	NC_007605.1	58	98	188	Epstein-Barr virus
SRR2244472	NC_007605.1	69	98	241	Epstein-Barr virus
SRR1803209	NC_007605.1	99	99	66323	Epstein-Barr virus
SRR1803210	NC_007605.1	100	99	54730	Epstein-Barr virus
SRR2237428	NC_007605.1	94	99	411	Epstein-Barr virus
SRR1803211	NC_007605.1	99	99	116893	Epstein-Barr virus
SRR038300	NC_007605.1	98	99	22442	Epstein-Barr virus
SRR1803212	NC_007605.1	100	99	140922	Epstein-Barr virus
SRR1803213	NC_007605.1	100	99	113921	Epstein-Barr virus
SRR2237431	NC_007605.1	94	99	409	Epstein-Barr virus
SRR2569765	NC_007605.1	100	99	24545	Epstein-Barr virus
SRR2634654	NC_007605.1	98	99	1644	Epstein-Barr virus
SRR038301	NC_007605.1	98	99	13757	Epstein-Barr virus
SRR2569766	NC_007605.1	100	99	7359	Epstein-Barr virus
SRR2569767	NC_007605.1	100	99	10970	Epstein-Barr virus
SRR2569768	NC_007605.1	100	99	11418	Epstein-Barr virus
SRR2634655	NC_007605.1	98	99	1678	Epstein-Barr virus
SRR2569769	NC_007605.1	100	99	11743	Epstein-Barr virus
SRR2569770	NC_007605.1	100	99	16888	Epstein-Barr virus
SRR2569771	NC_007605.1	100	99	15265	Epstein-Barr virus
SRR038302	NC_007605.1	98	99	11559	Epstein-Barr virus
SRR2569772	NC_007605.1	100	99	5548	Epstein-Barr virus
SRR2634656	NC_007605.1	98	99	1371	Epstein-Barr virus
SRR2569773	NC_007605.1	100	99	15988	Epstein-Barr virus
SRR2569774	NC_007605.1	100	99	26910	Epstein-Barr virus
SRR2569775	NC_007605.1	100	100	85175	Epstein-Barr virus
SRR2569776	NC_007605.1	100	100	113062	Epstein-Barr virus
SRR2569777	NC_007605.1	100	100	123839	Epstein-Barr virus
SRR2569859	NC_007605.1	99	99	10374	Epstein-Barr virus
SRR2569860	NC_007605.1	100	99	24264	Epstein-Barr virus
SRR2225456	NC_007605.1	99	99	188523	Epstein-Barr virus
SRR038303	NC_007605.1	97	100	12177	Epstein-Barr virus
SRR2569861	NC_007605.1	100	99	14516	Epstein-Barr virus
SRR2569862	NC_007605.1	100	99	14805	Epstein-Barr virus
SRR2225461	NC_007605.1	98	99	120485	Epstein-Barr virus
SRR2225462	NC_007605.1	98	99	95993	Epstein-Barr virus
SRR2569863	NC_007605.1	100	99	9204	Epstein-Barr virus
SRR2225463	NC_007605.1	97	100	64198	Epstein-Barr virus
SRR2569864	NC_007605.1	96	99	11536	Epstein-Barr virus
SRR2569866	NC_007605.1	100	99	12264	Epstein-Barr virus
SRR2569865	NC_007605.1	100	99	12028	Epstein-Barr virus
SRR2225464	NC_007605.1	99	99	197899	Epstein-Barr virus
SRR2225465	NC_007605.1	99	99	216106	Epstein-Barr virus
SRR2225466	NC_007605.1	99	99	197964	Epstein-Barr virus
SRR2569867	NC_007605.1	100	99	12347	Epstein-Barr virus
SRR038446	NC_007605.1	98	99	41809	Epstein-Barr virus
SRR2569868	NC_007605.1	100	99	14616	Epstein-Barr virus
SRR2569869	NC_007605.1	100	99	5515	Epstein-Barr virus
SRR2569870	NC_007605.1	100	99	20375	Epstein-Barr virus
SRR2569871	NC_007605.1	100	99	33968	Epstein-Barr virus
SRR2569872	NC_007605.1	100	99	24547	Epstein-Barr virus
SRR2569873	NC_007605.1	100	99	12385	Epstein-Barr virus
SRR2149844	NC_007605.1	53	98	235	Epstein-Barr virus
SRR2569874	NC_007605.1	100	99	14713	Epstein-Barr virus
SRR2569875	NC_007605.1	100	99	13148	Epstein-Barr virus
SRR038447	NC_007605.1	98	99	45671	Epstein-Barr virus
SRR2569876	NC_007605.1	100	99	18642	Epstein-Barr virus
SRR2569877	NC_007605.1	100	99	18509	Epstein-Barr virus
SRR2569878	NC_007605.1	100	99	20236	Epstein-Barr virus
SRR2569879	NC_007605.1	100	99	20756	Epstein-Barr virus
SRR038448	NC_007605.1	97	100	26122	Epstein-Barr virus
SRR2149896	NC_007605.1	54	98	8850	Epstein-Barr virus
SRR038449	NC_007605.1	98	99	24458	Epstein-Barr virus
SRR317058	NC_007605.1	100	98	35144	Epstein-Barr virus
SRR317059	NC_007605.1	100	98	37571	Epstein-Barr virus
SRR317060	NC_007605.1	98	99	200963	Epstein-Barr virus
SRR038450	NC_007605.1	98	99	51160	Epstein-Barr virus
SRR317061	NC_007605.1	98	99	188438	Epstein-Barr virus
SRR2149935	NC_007605.1	76	99	18298	Epstein-Barr virus
SRR2313072	NC_007605.1	93	99	8365	Epstein-Barr virus
SRR038451	NC_007605.1	99	99	8392	Epstein-Barr virus
SRR2237479	NC_007605.1	97	99	437	Epstein-Barr virus
SRR2237486	NC_007605.1	100	99	452	Epstein-Barr virus
SRR2149936	NC_007605.1	87	99	3075	Epstein-Barr virus
SRR2149937	NC_007605.1	97	99	2352	Epstein-Barr virus
SRR2149938	NC_007605.1	99	99	5764	Epstein-Barr virus
SRR2936973	NC_007605.1	100	100	15070	Epstein-Barr virus
SRR2149942	NC_007605.1	56	99	634	Epstein-Barr virus
SRR2936974	NC_007605.1	100	100	28456	Epstein-Barr virus
SRR038452	NC_007605.1	98	99	36148	Epstein-Barr virus
SRR2936975	NC_007605.1	100	100	29748	Epstein-Barr virus
SRR2149946	NC_007605.1	60	99	5175	Epstein-Barr virus
SRR1553420	NC_007605.1	54	99	597	Epstein-Barr virus
SRR2936976	NC_007605.1	100	100	18071	Epstein-Barr virus
SRR2149947	NC_007605.1	73	99	5330	Epstein-Barr virus
SRR2149948	NC_007605.1	64	99	1874	Epstein-Barr virus
SRR1873821	NC_007605.1	92	99	945	Epstein-Barr virus
SRR038453	NC_007605.1	98	99	30106	Epstein-Barr virus
SRR1873823	NC_007605.1	98	99	5363	Epstein-Barr virus
SRR3192657	NC_007605.1	98	99	465517	Epstein-Barr virus
SRR3192658	NC_007605.1	98	99	598389	Epstein-Barr virus
SRR038454	NC_007605.1	98	99	30081	Epstein-Barr virus
SRR2936977	NC_007605.1	97	100	34613	Epstein-Barr virus
SRR2936978	NC_007605.1	97	100	29242	Epstein-Barr virus
SRR2149951	NC_007605.1	84	99	8908	Epstein-Barr virus
SRR2936979	NC_007605.1	97	100	56618	Epstein-Barr virus
SRR2149952	NC_007605.1	58	99	5026	Epstein-Barr virus
SRR2936980	NC_007605.1	99	99	116825	Epstein-Barr virus
SRR2149954	NC_007605.1	96	98	15593	Epstein-Barr virus
SRR038455	NC_007605.1	97	99	18710	Epstein-Barr virus
SRR2936981	NC_007605.1	97	100	103337	Epstein-Barr virus
SRR2936982	NC_007605.1	97	100	123348	Epstein-Barr virus
SRR2936983	NC_007605.1	97	100	29590	Epstein-Barr virus
SRR038456	NC_007605.1	99	99	17224	Epstein-Barr virus
SRR2936984	NC_007605.1	99	99	38276	Epstein-Barr virus
SRR2936985	NC_007605.1	97	100	32960	Epstein-Barr virus
SRR2936986	NC_007605.1	97	100	40016	Epstein-Barr virus
SRR2936987	NC_007605.1	98	99	30230	Epstein-Barr virus
SRR2936988	NC_007605.1	99	99	14121	Epstein-Barr virus
SRR2936989	NC_007605.1	97	100	30092	Epstein-Barr virus
SRR038457	NC_007605.1	99	99	13071	Epstein-Barr virus
SRR2193585	NC_007605.1	55	97	139	Epstein-Barr virus
SRR2936990	NC_007605.1	98	99	25680	Epstein-Barr virus
SRR2936991	NC_007605.1	99	99	11522	Epstein-Barr virus
SRR2936992	NC_007605.1	98	100	25298	Epstein-Barr virus
SRR2247111	NC_007605.1	70	98	202	Epstein-Barr virus
SRR2936993	NC_007605.1	98	99	31670	Epstein-Barr virus
SRR1562800	NC_007605.1	96	100	81038	Epstein-Barr virus
SRR1562801	NC_007605.1	96	100	80183	Epstein-Barr virus
SRR2247116	NC_007605.1	59	98	174	Epstein-Barr virus
SRR2936994	NC_007605.1	97	100	31925	Epstein-Barr virus
SRR1562802	NC_007605.1	96	100	59078	Epstein-Barr virus
SRR1562803	NC_007605.1	96	100	58708	Epstein-Barr virus
SRR2936995	NC_007605.1	97	100	29559	Epstein-Barr virus
SRR2936996	NC_007605.1	98	99	36067	Epstein-Barr virus
SRR038458	NC_007605.1	99	99	9383	Epstein-Barr virus
SRR2227379	NC_007605.1	100	99	408	Epstein-Barr virus
SRR1562804	NC_007605.1	100	100	86821	Epstein-Barr virus
SRR1562805	NC_007605.1	100	100	86006	Epstein-Barr virus
SRR1562806	NC_007605.1	100	99	111938	Epstein-Barr virus
SRR1562807	NC_007605.1	99	99	118907	Epstein-Barr virus
SRR038459	NC_007605.1	98	99	12082	Epstein-Barr virus
SRR1562808	NC_007605.1	97	100	127827	Epstein-Barr virus
SRR2936997	NC_007605.1	97	100	35738	Epstein-Barr virus
SRR3370982	NC_007605.1	95	99	66751	Epstein-Barr virus
SRR3370983	NC_007605.1	98	99	166346	Epstein-Barr virus
SRR3370984	NC_007605.1	95	99	44813	Epstein-Barr virus
SRR3370985	NC_007605.1	98	99	444103	Epstein-Barr virus
SRR1562809	NC_007605.1	97	100	127393	Epstein-Barr virus
SRR2936998	NC_007605.1	97	100	33802	Epstein-Barr virus
SRR1562810	NC_007605.1	99	99	13103	Epstein-Barr virus
SRR1562811	NC_007605.1	99	99	13551	Epstein-Barr virus
SRR2166627	NC_007605.1	100	98	431213	Epstein-Barr virus
SRR1562812	NC_007605.1	97	100	14798	Epstein-Barr virus
SRR1562813	NC_007605.1	97	100	14991	Epstein-Barr virus
SRR2936999	NC_007605.1	98	99	93665	Epstein-Barr virus
SRR2166629	NC_007605.1	100	98	25059	Epstein-Barr virus
SRR2937000	NC_007605.1	85	98	430	Epstein-Barr virus
SRR2937001	NC_007605.1	98	100	131847	Epstein-Barr virus
SRR2937002	NC_007605.1	99	99	125920	Epstein-Barr virus
SRR2937003	NC_007605.1	99	99	126293	Epstein-Barr virus
SRR2937004	NC_007605.1	98	99	147121	Epstein-Barr virus
SRR2937005	NC_007605.1	84	98	641	Epstein-Barr virus
SRR2937006	NC_007605.1	97	100	75128	Epstein-Barr virus
SRR1924236	NC_007605.1	97	99	46241	Epstein-Barr virus
SRR2937007	NC_007605.1	100	99	72299	Epstein-Barr virus
SRR2937008	NC_007605.1	100	99	71913	Epstein-Barr virus
SRR2166634	NC_007605.1	98	99	12844	Epstein-Barr virus
SRR2937009	NC_007605.1	100	100	31050	Epstein-Barr virus
SRR2937010	NC_007605.1	100	99	23920	Epstein-Barr virus
SRR1553495	NC_007605.1	87	99	21633	Epstein-Barr virus
SRR2937011	NC_007605.1	100	100	25781	Epstein-Barr virus
SRR1553496	NC_007605.1	87	99	20542	Epstein-Barr virus
SRR2937012	NC_007605.1	100	100	13301	Epstein-Barr virus
SRR2937013	NC_007605.1	100	99	12464	Epstein-Barr virus
SRR2601019	NC_007605.1	100	99	147653	Epstein-Barr virus
SRR2937014	NC_007605.1	100	99	12657	Epstein-Barr virus
SRR2937015	NC_007605.1	100	100	25135	Epstein-Barr virus
SRR2601020	NC_007605.1	100	99	93211	Epstein-Barr virus
SRR061483	NC_007605.1	100	97	674	Epstein-Barr virus
SRR2937016	NC_007605.1	100	99	19271	Epstein-Barr virus
SRR2601021	NC_007605.1	100	99	377189	Epstein-Barr virus
SRR2601022	NC_007605.1	100	99	285451	Epstein-Barr virus
SRR1777484	NC_007605.1	88	98	641	Epstein-Barr virus
SRR1777485	NC_007605.1	85	99	798	Epstein-Barr virus
SRR2937017	NC_007605.1	100	100	20973	Epstein-Barr virus
SRR1782952	NC_007605.1	100	99	15081	Epstein-Barr virus
SRR2937018	NC_007605.1	100	100	22100	Epstein-Barr virus
SRR1925276	NC_007605.1	100	99	91549	Epstein-Barr virus
SRR1925277	NC_007605.1	99	99	94371	Epstein-Barr virus
SRR1925278	NC_007605.1	100	99	95463	Epstein-Barr virus
SRR2937019	NC_007605.1	100	99	21258	Epstein-Barr virus
SRR1925279	NC_007605.1	99	99	96835	Epstein-Barr virus
SRR2937020	NC_007605.1	100	99	20853	Epstein-Barr virus
SRR1925280	NC_007605.1	100	99	723332	Epstein-Barr virus
SRR2937021	NC_007605.1	96	100	12268	Epstein-Barr virus
SRR1925281	NC_007605.1	99	99	688863	Epstein-Barr virus
SRR2937022	NC_007605.1	96	100	9350	Epstein-Barr virus
SRR1925282	NC_007605.1	100	99	374613	Epstein-Barr virus
SRR2937023	NC_007605.1	100	100	17552	Epstein-Barr virus
SRR2937024	NC_007605.1	100	100	17276	Epstein-Barr virus
SRR1925283	NC_007605.1	100	99	362646	Epstein-Barr virus
SRR2980252	NC_007605.1	98	100	13285	Epstein-Barr virus
SRR2937025	NC_007605.1	97	100	28350	Epstein-Barr virus
SRR2980253	NC_007605.1	98	100	13387	Epstein-Barr virus
SRR2937026	NC_007605.1	96	100	12480	Epstein-Barr virus
SRR2980254	NC_007605.1	94	100	6120	Epstein-Barr virus
SRR2937027	NC_007605.1	97	100	38393	Epstein-Barr virus
SRR2980255	NC_007605.1	94	100	5952	Epstein-Barr virus
SRR2980256	NC_007605.1	98	100	9779	Epstein-Barr virus
SRR2937028	NC_007605.1	98	99	14455	Epstein-Barr virus
SRR2937029	NC_007605.1	97	100	31370	Epstein-Barr virus
SRR2937030	NC_007605.1	97	100	46054	Epstein-Barr virus
SRR3103878	NC_007605.1	100	99	333791	Epstein-Barr virus
SRR3103879	NC_007605.1	100	98	495830	Epstein-Barr virus
SRR2247264	NC_007605.1	97	99	447	Epstein-Barr virus
SRR2937031	NC_007605.1	98	99	16784	Epstein-Barr virus
SRR2937032	NC_007605.1	97	100	37647	Epstein-Barr virus
SRR2937033	NC_007605.1	98	100	42726	Epstein-Barr virus
SRR3103880	NC_007605.1	98	99	371578	Epstein-Barr virus
SRR2980257	NC_007605.1	98	100	9664	Epstein-Barr virus
SRR2980258	NC_007605.1	97	100	6770	Epstein-Barr virus
SRR2980259	NC_007605.1	97	100	6716	Epstein-Barr virus
SRR2937034	NC_007605.1	100	99	36794	Epstein-Barr virus
SRR3103881	NC_007605.1	98	99	1269317	Epstein-Barr virus
SRR2980260	NC_007605.1	88	100	2740	Epstein-Barr virus
SRR3103882	NC_007605.1	99	99	250910	Epstein-Barr virus
SRR2980261	NC_007605.1	88	100	2803	Epstein-Barr virus
SRR2937035	NC_007605.1	100	100	33585	Epstein-Barr virus
SRR3103883	NC_007605.1	98	99	285326	Epstein-Barr virus
SRR2980262	NC_007605.1	97	100	5714	Epstein-Barr virus
SRR2937036	NC_007605.1	98	100	39692	Epstein-Barr virus
SRR2980263	NC_007605.1	92	100	5615	Epstein-Barr virus
SRR2937037	NC_007605.1	98	100	50901	Epstein-Barr virus
SRR2980264	NC_007605.1	97	100	11055	Epstein-Barr virus
SRR2980265	NC_007605.1	97	100	10734	Epstein-Barr virus
SRR2980266	NC_007605.1	97	100	12482	Epstein-Barr virus
SRR2980267	NC_007605.1	98	100	12628	Epstein-Barr virus
SRR2980268	NC_007605.1	98	100	10354	Epstein-Barr virus
SRR315297	NC_007605.1	99	99	330985	Epstein-Barr virus
SRR2980269	NC_007605.1	100	100	10240	Epstein-Barr virus
SRR2980270	NC_007605.1	98	100	8089	Epstein-Barr virus
SRR315298	NC_007605.1	98	99	302977	Epstein-Barr virus
SRR3103884	NC_007605.1	99	99	134656	Epstein-Barr virus
SRR3103885	NC_007605.1	98	99	193213	Epstein-Barr virus
SRR2980271	NC_007605.1	97	100	8335	Epstein-Barr virus
SRR2980272	NC_007605.1	97	100	4560	Epstein-Barr virus
SRR2980273	NC_007605.1	97	100	4573	Epstein-Barr virus
SRR3103886	NC_007605.1	100	98	1151767	Epstein-Barr virus
SRR2980274	NC_007605.1	98	100	5350	Epstein-Barr virus
SRR2937038	NC_007605.1	100	99	87794	Epstein-Barr virus
SRR2980275	NC_007605.1	98	100	5326	Epstein-Barr virus
SRR2937039	NC_007605.1	98	100	74745	Epstein-Barr virus
SRR3103887	NC_007605.1	100	99	129648	Epstein-Barr virus
SRR063512	NC_007605.1	100	97	387482	Epstein-Barr virus
SRR2937040	NC_007605.1	98	100	91892	Epstein-Barr virus
SRR2937041	NC_007605.1	100	100	13546	Epstein-Barr virus
SRR3103888	NC_007605.1	100	98	184299	Epstein-Barr virus
SRR2937042	NC_007605.1	100	100	12969	Epstein-Barr virus
SRR2237647	NC_007605.1	100	99	415	Epstein-Barr virus
SRR3103889	NC_007605.1	100	98	289565	Epstein-Barr virus
SRR2937043	NC_007605.1	96	100	3300	Epstein-Barr virus
