run_id	sequence_accession	score	percent_identity	n_reads	viral_name	BioSample
SRR1535541	NC_001806.2	100	100	116704	Human herpesvirus 1	SAMN02950960
SRR1535541	NC_001798.2	88	99	2079	Human herpesvirus 2	SAMN02950960
SRR1535542	NC_001806.2	100	100	116233	Human herpesvirus 1	SAMN02950960
SRR1535542	NC_001798.2	90	99	2109	Human herpesvirus 2	SAMN02950960
SRR1535543	NC_001806.2	100	100	398033	Human herpesvirus 1	SAMN02950961
SRR1535543	NC_001798.2	98	100	6548	Human herpesvirus 2	SAMN02950961
SRR1535544	NC_001806.2	100	100	449489	Human herpesvirus 1	SAMN02950961
SRR1535544	NC_001798.2	95	100	7355	Human herpesvirus 2	SAMN02950961
SRR1535545	NC_001806.2	100	100	449033	Human herpesvirus 1	SAMN02950961
SRR1535545	NC_001798.2	99	99	7442	Human herpesvirus 2	SAMN02950961
SRR1535546	NC_001806.2	100	100	1410550	Human herpesvirus 1	SAMN02950962
SRR1535546	NC_001798.2	100	100	20159	Human herpesvirus 2	SAMN02950962
SRR1535547	NC_001806.2	100	100	1575440	Human herpesvirus 1	SAMN02950962
SRR1535547	NC_001798.2	100	100	22643	Human herpesvirus 2	SAMN02950962
SRR1535548	NC_001806.2	100	100	1576517	Human herpesvirus 1	SAMN02950962
SRR1535548	NC_001798.2	98	100	22887	Human herpesvirus 2	SAMN02950962
SRR1535549	NC_001806.2	100	100	617374	Human herpesvirus 1	SAMN02950963
SRR1535549	NC_001798.2	95	100	7890	Human herpesvirus 2	SAMN02950963
SRR1535550	NC_001806.2	100	100	704821	Human herpesvirus 1	SAMN02950963
SRR1535550	NC_001798.2	100	100	9047	Human herpesvirus 2	SAMN02950963
SRR1535551	NC_001806.2	100	100	701748	Human herpesvirus 1	SAMN02950963
SRR1535551	NC_001798.2	95	100	8978	Human herpesvirus 2	SAMN02950963
SRR1560838	NC_007605.1	59	99	3335	Epstein-Barr virus	SAMN03012490
SRR1560840	NC_007605.1	100	98	158939	Epstein-Barr virus	SAMN03012492
SRR1560842	NC_007605.1	100	99	21287	Epstein-Barr virus	SAMN03012494
SRR1560844	NC_007605.1	81	99	8847	Epstein-Barr virus	SAMN03012497
SRR1560845	NC_007605.1	97	99	46237	Epstein-Barr virus	SAMN03012498
SRR1560846	NC_007605.1	100	99	18206	Epstein-Barr virus	SAMN03012499
SRR1562800	NC_007605.1	96	100	81038	Epstein-Barr virus	SAMN03015262
SRR1562801	NC_007605.1	96	100	80183	Epstein-Barr virus	SAMN03015262
SRR1562802	NC_007605.1	96	100	59078	Epstein-Barr virus	SAMN03015263
SRR1562803	NC_007605.1	96	100	58708	Epstein-Barr virus	SAMN03015263
SRR1562804	NC_007605.1	100	100	86821	Epstein-Barr virus	SAMN03015264
SRR1562805	NC_007605.1	100	100	86006	Epstein-Barr virus	SAMN03015264
SRR1562806	NC_007605.1	100	99	111938	Epstein-Barr virus	SAMN03015237
SRR1562807	NC_007605.1	99	99	118907	Epstein-Barr virus	SAMN03015237
SRR1562808	NC_007605.1	97	100	127827	Epstein-Barr virus	SAMN03015237
SRR1562809	NC_007605.1	97	100	127393	Epstein-Barr virus	SAMN03015237
SRR1562810	NC_007605.1	99	99	13103	Epstein-Barr virus	SAMN03015238
SRR1562811	NC_007605.1	99	99	13551	Epstein-Barr virus	SAMN03015238
SRR1562812	NC_007605.1	97	100	14798	Epstein-Barr virus	SAMN03015238
SRR1562813	NC_007605.1	97	100	14991	Epstein-Barr virus	SAMN03015238
SRR1571326	NC_007605.1	97	100	17336	Epstein-Barr virus	SAMN03022919
SRR1571327	NC_007605.1	97	100	30148	Epstein-Barr virus	SAMN03022920
SRR1571328	NC_007605.1	97	100	34108	Epstein-Barr virus	SAMN03022926
SRR1585486	NC_007605.1	100	99	26412	Epstein-Barr virus	SAMN03079248
SRR1585487	NC_007605.1	97	100	28507	Epstein-Barr virus	SAMN03079249
SRR1585488	NC_007605.1	98	99	16517	Epstein-Barr virus	SAMN03079250
SRR1585489	NC_007605.1	92	100	9660	Epstein-Barr virus	SAMN03079251
SRR1585490	NC_007605.1	98	99	31224	Epstein-Barr virus	SAMN03079252
SRR1585491	NC_007605.1	89	100	7840	Epstein-Barr virus	SAMN03079253
SRR1585492	NC_007605.1	97	100	14507	Epstein-Barr virus	SAMN03079254
SRR1585493	NC_007605.1	99	99	11467	Epstein-Barr virus	SAMN03079255
SRR1585494	NC_007605.1	92	99	14837	Epstein-Barr virus	SAMN03079256
SRR1585495	NC_007605.1	97	100	10999	Epstein-Barr virus	SAMN03079257
SRR1585496	NC_007605.1	98	99	17787	Epstein-Barr virus	SAMN03079258
SRR1585497	NC_007605.1	98	99	4641	Epstein-Barr virus	SAMN03079259
SRR1585498	NC_007605.1	98	100	15908	Epstein-Barr virus	SAMN03079260
SRR1585499	NC_007605.1	98	99	10540	Epstein-Barr virus	SAMN03079261
SRR1585500	NC_007605.1	88	100	1978	Epstein-Barr virus	SAMN03079262
SRR1585501	NC_007605.1	99	99	5802	Epstein-Barr virus	SAMN03079263
SRR1585502	NC_007605.1	97	100	10584	Epstein-Barr virus	SAMN03079264
SRR1585503	NC_007605.1	100	100	13850	Epstein-Barr virus	SAMN03079265
SRR1585504	NC_007605.1	98	99	15946	Epstein-Barr virus	SAMN03079266
SRR1585505	NC_007605.1	98	100	9791	Epstein-Barr virus	SAMN03079267
SRR1585506	NC_007605.1	92	99	4939	Epstein-Barr virus	SAMN03079268
SRR1585507	NC_007605.1	98	100	22118	Epstein-Barr virus	SAMN03079269
SRR1585508	NC_007605.1	91	100	12353	Epstein-Barr virus	SAMN03079270
SRR1585509	NC_007605.1	100	100	13588	Epstein-Barr virus	SAMN03079271
SRR1585510	NC_007605.1	98	99	23225	Epstein-Barr virus	SAMN03079272
SRR1585511	NC_007605.1	94	99	7409	Epstein-Barr virus	SAMN03079273
SRR1585512	NC_007605.1	97	100	49630	Epstein-Barr virus	SAMN03079274
SRR1585513	NC_007605.1	97	100	10770	Epstein-Barr virus	SAMN03079275
SRR1585514	NC_007605.1	97	100	23206	Epstein-Barr virus	SAMN03079276
SRR1585515	NC_007605.1	97	100	25748	Epstein-Barr virus	SAMN03079277
SRR1585516	NC_007605.1	97	99	50311	Epstein-Barr virus	SAMN03079278
SRR1585517	NC_007605.1	98	100	17728	Epstein-Barr virus	SAMN03079279
SRR1585518	NC_007605.1	100	100	13631	Epstein-Barr virus	SAMN03079280
SRR1585519	NC_007605.1	100	100	14156	Epstein-Barr virus	SAMN03079281
SRR1585520	NC_007605.1	98	100	5564	Epstein-Barr virus	SAMN03079282
SRR1585521	NC_007605.1	97	100	11252	Epstein-Barr virus	SAMN03079283
SRR1585522	NC_007605.1	97	100	10524	Epstein-Barr virus	SAMN03079284
SRR1585523	NC_007605.1	100	100	18016	Epstein-Barr virus	SAMN03079285
SRR1585524	NC_007605.1	97	100	14046	Epstein-Barr virus	SAMN03079286
SRR1585525	NC_007605.1	100	100	12628	Epstein-Barr virus	SAMN03079287
SRR1585526	NC_007605.1	94	100	6637	Epstein-Barr virus	SAMN03079288
SRR1585527	NC_007605.1	97	100	8804	Epstein-Barr virus	SAMN03079289
SRR1585528	NC_007605.1	97	100	11018	Epstein-Barr virus	SAMN03079290
SRR1585529	NC_007605.1	98	100	14799	Epstein-Barr virus	SAMN03079291
SRR1585530	NC_007605.1	94	100	6854	Epstein-Barr virus	SAMN03079292
SRR1585531	NC_007605.1	100	100	8258	Epstein-Barr virus	SAMN03079293
SRR1585532	NC_007605.1	97	100	23065	Epstein-Barr virus	SAMN03079294
SRR1585533	NC_007605.1	90	100	9161	Epstein-Barr virus	SAMN03079295
SRR1585534	NC_007605.1	98	100	11201	Epstein-Barr virus	SAMN03079296
SRR1585535	NC_007605.1	99	99	12716	Epstein-Barr virus	SAMN03079297
SRR1585536	NC_007605.1	85	100	6284	Epstein-Barr virus	SAMN03079298
SRR1585537	NC_007605.1	93	100	2821	Epstein-Barr virus	SAMN03079299
SRR1585538	NC_007605.1	97	100	13855	Epstein-Barr virus	SAMN03079300
SRR1585539	NC_007605.1	88	100	10184	Epstein-Barr virus	SAMN03079301
SRR1585540	NC_007605.1	75	100	5576	Epstein-Barr virus	SAMN03079302
SRR1585541	NC_007605.1	97	100	56329	Epstein-Barr virus	SAMN03079303
SRR1585542	NC_007605.1	97	100	27428	Epstein-Barr virus	SAMN03079304
SRR1585543	NC_007605.1	91	100	8218	Epstein-Barr virus	SAMN03079305
SRR1585544	NC_007605.1	86	100	4181	Epstein-Barr virus	SAMN03079306
SRR1585545	NC_007605.1	85	99	8867	Epstein-Barr virus	SAMN03079307
SRR1585546	NC_007605.1	97	100	12305	Epstein-Barr virus	SAMN03079308
SRR1585547	NC_007605.1	97	100	18793	Epstein-Barr virus	SAMN03079309
SRR1585548	NC_007605.1	97	100	20140	Epstein-Barr virus	SAMN03079310
SRR1585549	NC_007605.1	97	100	18158	Epstein-Barr virus	SAMN03079311
SRR1585550	NC_007605.1	97	100	5651	Epstein-Barr virus	SAMN03079312
SRR1585551	NC_007605.1	97	100	13085	Epstein-Barr virus	SAMN03079313
SRR1585552	NC_007605.1	97	100	20742	Epstein-Barr virus	SAMN03079314
SRR1585553	NC_007605.1	97	100	13940	Epstein-Barr virus	SAMN03079315
SRR1585554	NC_007605.1	97	100	22640	Epstein-Barr virus	SAMN03079316
SRR1585555	NC_007605.1	97	100	23217	Epstein-Barr virus	SAMN03079317
SRR1585556	NC_007605.1	97	100	13089	Epstein-Barr virus	SAMN03079318
SRR1585557	NC_007605.1	100	100	11909	Epstein-Barr virus	SAMN03079319
SRR1596233	NC_001405.1	100	97	5073988	Human adenovirus	SAMN03092849
SRR1596234	NC_001405.1	98	99	2600398	Human adenovirus	SAMN03092850
SRR1609498	NC_006273.2	96	98	1261	Human cytomegalovirus	SAMN03102816
SRR1609545	NC_007605.1	100	99	15129	Epstein-Barr virus	SAMN03102667
SRR1634437	NC_001405.1	91	98	12332	Human adenovirus	SAMN03151562
SRR1634438	NC_001405.1	95	98	12303	Human adenovirus	SAMN03151560
SRR1634439	NC_001405.1	92	98	9761	Human adenovirus	SAMN03151561
SRR1634440	NC_001405.1	95	98	11959	Human adenovirus	SAMN03151559
SRR1634441	NC_001405.1	95	98	15501	Human adenovirus	SAMN03151566
SRR1634442	NC_001405.1	95	98	9136	Human adenovirus	SAMN03151564
SRR1634443	NC_001405.1	98	98	15221	Human adenovirus	SAMN03151572
SRR1634444	NC_001405.1	94	98	11369	Human adenovirus	SAMN03151565
SRR1634445	NC_001405.1	98	98	15115	Human adenovirus	SAMN03151563
SRR1634446	NC_001405.1	97	98	13972	Human adenovirus	SAMN03151575
SRR1634447	NC_001405.1	98	98	16236	Human adenovirus	SAMN03151574
SRR1634448	NC_001405.1	91	98	9479	Human adenovirus	SAMN03151567
SRR1634453	NC_001405.1	50	97	13751	Human adenovirus	SAMN03151569
SRR1634772	NC_009333.1	96	99	28570	Human herpesvirus 8	SAMN03152229
SRR1634773	NC_009333.1	89	99	22268	Human herpesvirus 8	SAMN03152225
SRR1634774	NC_009333.1	89	99	23699	Human herpesvirus 8	SAMN03152227
SRR1648319	NC_007605.1	59	98	965	Epstein-Barr virus	SAMN03175033
SRR1648325	NC_007605.1	79	99	29142	Epstein-Barr virus	SAMN03175103
SRR1648328	NC_007605.1	51	99	17148	Epstein-Barr virus	SAMN03175120
SRR1648331	NC_007605.1	52	98	1671	Epstein-Barr virus	SAMN03175132
SRR1648335	NC_007605.1	52	99	3368	Epstein-Barr virus	SAMN03175136
SRR1652478	NC_001405.1	92	99	65806	Human adenovirus	SAMN03178250
SRR1652479	NC_001405.1	93	99	45938	Human adenovirus	SAMN03178247
SRR1652480	NC_001405.1	66	99	31866	Human adenovirus	SAMN03178248
SRR1652481	NC_001405.1	67	99	29945	Human adenovirus	SAMN03178249
SRR1652482	NC_001405.1	92	99	28515	Human adenovirus	SAMN03178252
SRR1652483	NC_001405.1	91	99	27896	Human adenovirus	SAMN03178251
SRR1652484	NC_001405.1	64	99	7041	Human adenovirus	SAMN03178254
SRR1652485	NC_001405.1	59	99	5522	Human adenovirus	SAMN03178253
SRR1654791	NC_007605.1	87	99	24642	Epstein-Barr virus	SAMN03198691
SRR1654793	NC_007605.1	100	99	144615	Epstein-Barr virus	SAMN03198693
SRR1663282	NC_007605.1	51	99	147	Epstein-Barr virus	SAMN03220445
SRR1663289	NC_007605.1	75	100	449	Epstein-Barr virus	SAMN03220437
SRR1687354	NC_001405.1	98	98	8300001	Human adenovirus	SAMN03247760
SRR1687355	NC_001405.1	98	98	9482019	Human adenovirus	SAMN03247763
SRR1687356	NC_001405.1	98	98	6793300	Human adenovirus	SAMN03247761
SRR1690990	NC_006273.2	100	99	11117	Human cytomegalovirus	SAMN03249329
SRR1690991	NC_006273.2	100	99	2004646	Human cytomegalovirus	SAMN03249324
SRR1690992	NC_006273.2	100	99	7428116	Human cytomegalovirus	SAMN03249341
SRR1690993	NC_006273.2	100	99	10007153	Human cytomegalovirus	SAMN03249344
SRR1690994	NC_006273.2	100	99	11412	Human cytomegalovirus	SAMN03249347
SRR1690995	NC_006273.2	100	99	1886108	Human cytomegalovirus	SAMN03249351
SRR1690996	NC_006273.2	100	99	6816207	Human cytomegalovirus	SAMN03249343
SRR1690997	NC_006273.2	100	99	11058858	Human cytomegalovirus	SAMN03249346
SRR1731872	NC_009333.1	100	99	38346890	Human herpesvirus 8	SAMN03271964
SRR1731873	NC_009333.1	100	99	65178956	Human herpesvirus 8	SAMN03271959
SRR1731874	NC_009333.1	100	99	54619641	Human herpesvirus 8	SAMN03271961
SRR1731875	NC_009333.1	100	99	1856301	Human herpesvirus 8	SAMN03271962
SRR1731876	NC_009333.1	100	99	2513434	Human herpesvirus 8	SAMN03271963
SRR1731877	NC_009333.1	100	99	1933784	Human herpesvirus 8	SAMN03271960
SRR1782952	NC_007605.1	100	99	15081	Epstein-Barr virus	SAMN03323109
SRR1803196	NC_007605.1	100	99	144997	Epstein-Barr virus	SAMN03344003
SRR1803197	NC_007605.1	100	99	167678	Epstein-Barr virus	SAMN03344014
SRR1803198	NC_007605.1	100	98	185575	Epstein-Barr virus	SAMN03343996
SRR1803199	NC_007605.1	100	99	149268	Epstein-Barr virus	SAMN03344008
SRR1803200	NC_007605.1	100	99	215098	Epstein-Barr virus	SAMN03344004
SRR1803201	NC_007605.1	100	98	184400	Epstein-Barr virus	SAMN03343997
SRR1803202	NC_007605.1	100	99	378795	Epstein-Barr virus	SAMN03344020
SRR1803203	NC_007605.1	100	98	480857	Epstein-Barr virus	SAMN03343992
SRR1803204	NC_007605.1	100	98	329748	Epstein-Barr virus	SAMN03344013
SRR1803205	NC_007605.1	98	99	49528	Epstein-Barr virus	SAMN03344022
SRR1803206	NC_007605.1	99	99	89967	Epstein-Barr virus	SAMN03343998
SRR1803207	NC_007605.1	99	99	65479	Epstein-Barr virus	SAMN03344015
SRR1803208	NC_007605.1	98	99	41382	Epstein-Barr virus	SAMN03344001
SRR1803209	NC_007605.1	99	99	66323	Epstein-Barr virus	SAMN03344011
SRR1803210	NC_007605.1	100	99	54730	Epstein-Barr virus	SAMN03344037
SRR1803211	NC_007605.1	99	99	116893	Epstein-Barr virus	SAMN03344029
SRR1803212	NC_007605.1	100	99	140922	Epstein-Barr virus	SAMN03344027
SRR1803213	NC_007605.1	100	99	113921	Epstein-Barr virus	SAMN03344054
SRR1805691	NC_007605.1	100	99	144836	Epstein-Barr virus	SAMN03344815
SRR1805692	NC_007605.1	100	99	144402	Epstein-Barr virus	SAMN03344814
SRR1805693	NC_007605.1	100	99	131977	Epstein-Barr virus	SAMN03344817
SRR1805694	NC_007605.1	100	99	119320	Epstein-Barr virus	SAMN03344816
SRR1811013	NC_007605.1	96	100	89575	Epstein-Barr virus	SAMN03354223
SRR1811014	NC_007605.1	96	100	69475	Epstein-Barr virus	SAMN03354229
SRR1811015	NC_007605.1	96	100	99029	Epstein-Barr virus	SAMN03354228
SRR1811016	NC_007605.1	97	100	95222	Epstein-Barr virus	SAMN03354230
SRR1811017	NC_007605.1	96	100	86698	Epstein-Barr virus	SAMN03354225
SRR1811018	NC_007605.1	96	100	76481	Epstein-Barr virus	SAMN03354222
SRR1916265	NC_007605.1	90	99	1408	Epstein-Barr virus	SAMN03418064
SRR1916340	NC_007605.1	95	99	1916	Epstein-Barr virus	SAMN03418077
SRR191668	NC_007605.1	96	99	1055	Epstein-Barr virus	SAMN00262537
SRR191669	NC_007605.1	96	99	1335	Epstein-Barr virus	SAMN00262537
SRR1925276	NC_007605.1	100	99	91549	Epstein-Barr virus	SAMN03437549
SRR1925277	NC_007605.1	99	99	94371	Epstein-Barr virus	SAMN03437549
SRR1925278	NC_007605.1	100	99	95463	Epstein-Barr virus	SAMN03437701
SRR1925279	NC_007605.1	99	99	96835	Epstein-Barr virus	SAMN03437701
SRR1925280	NC_007605.1	100	99	723332	Epstein-Barr virus	SAMN03437791
SRR1925281	NC_007605.1	99	99	688863	Epstein-Barr virus	SAMN03437791
SRR1925282	NC_007605.1	100	99	374613	Epstein-Barr virus	SAMN03437753
SRR1925283	NC_007605.1	100	99	362646	Epstein-Barr virus	SAMN03437753
SRR1959571	NC_001405.1	75	99	111497	Human adenovirus	SAMN03468551
SRR1959572	NC_001405.1	91	99	35122	Human adenovirus	SAMN03468552
SRR1959573	NC_001405.1	70	99	43446	Human adenovirus	SAMN03468553
SRR1959574	NC_001405.1	84	99	47067	Human adenovirus	SAMN03468554
SRR1959575	NC_001405.1	75	99	76967	Human adenovirus	SAMN03468555
SRR1959576	NC_001405.1	87	99	157116	Human adenovirus	SAMN03468556
SRR1959578	NC_001405.1	76	99	26238	Human adenovirus	SAMN03468557
SRR1959579	NC_001405.1	91	99	271364	Human adenovirus	SAMN03468558
SRR1976450	NC_006273.2	99	99	1437	Human cytomegalovirus	SAMN03485794
SRR1976451	NC_006273.2	100	99	1330	Human cytomegalovirus	SAMN03485795
SRR1976452	NC_006273.2	100	99	1411	Human cytomegalovirus	SAMN03485796
SRR1983907	NC_007605.1	98	99	15803	Epstein-Barr virus	SAMN03495977
SRR1983908	NC_007605.1	98	99	15922	Epstein-Barr virus	SAMN03495978
SRR1983909	NC_007605.1	98	99	20855	Epstein-Barr virus	SAMN03495979
SRR1985069	NC_007605.1	97	100	121682	Epstein-Barr virus	SAMN03496749
SRR1985070	NC_007605.1	97	100	216203	Epstein-Barr virus	SAMN03496750
SRR2007431	NC_001405.1	92	99	65801	Human adenovirus	SAMN03603355
SRR2007432	NC_001405.1	93	99	45936	Human adenovirus	SAMN03603356
SRR2007433	NC_001405.1	86	99	17382	Human adenovirus	SAMN03603357
SRR2007434	NC_001405.1	85	99	11903	Human adenovirus	SAMN03603358
SRR2007435	NC_001405.1	86	99	14324	Human adenovirus	SAMN03603359
SRR2007436	NC_001405.1	59	99	30909	Human adenovirus	SAMN03603360
SRR2007437	NC_001405.1	63	99	32435	Human adenovirus	SAMN03603361
SRR2007440	NC_001405.1	92	99	28510	Human adenovirus	SAMN03603364
SRR2007441	NC_001405.1	91	99	27897	Human adenovirus	SAMN03603365
SRR2007442	NC_001405.1	93	99	14703	Human adenovirus	SAMN03603366
SRR2007443	NC_001405.1	92	99	5338	Human adenovirus	SAMN03603367
SRR2007445	NC_001405.1	52	99	46462	Human adenovirus	SAMN03603369
SRR2007446	NC_001405.1	53	99	25570	Human adenovirus	SAMN03603370
SRR2016933	NC_007605.1	69	99	53041	Epstein-Barr virus	SAMN03656350
SRR2016933	NC_006273.2	88	98	439	Human cytomegalovirus	SAMN03656350
SRR2016935	NC_007605.1	58	99	22747	Epstein-Barr virus	SAMN03656352
SRR2016936	NC_007605.1	54	99	53183	Epstein-Barr virus	SAMN03656383
SRR2016938	NC_007605.1	69	99	78628	Epstein-Barr virus	SAMN03656385
SRR2016939	NC_007605.1	96	99	29817	Epstein-Barr virus	SAMN03656386
SRR2016940	NC_007605.1	67	98	15806	Epstein-Barr virus	SAMN03656387
SRR2016941	NC_007605.1	81	99	9619	Epstein-Barr virus	SAMN03656388
SRR2016942	NC_007605.1	74	99	11913	Epstein-Barr virus	SAMN03656389
SRR2016943	NC_007605.1	67	99	23777	Epstein-Barr virus	SAMN03656447
SRR2016944	NC_007605.1	53	99	27423	Epstein-Barr virus	SAMN03656448
SRR2016949	NC_007605.1	76	99	18678	Epstein-Barr virus	SAMN03656453
SRR2016950	NC_007605.1	66	99	12176	Epstein-Barr virus	SAMN03656454
SRR2016952	NC_007605.1	67	99	19232	Epstein-Barr virus	SAMN03656456
SRR2016954	NC_007605.1	53	99	77862	Epstein-Barr virus	SAMN03656458
SRR2016957	NC_007605.1	100	99	61732	Epstein-Barr virus	SAMN03656419
SRR2016958	NC_007605.1	84	99	25619	Epstein-Barr virus	SAMN03656420
SRR2016959	NC_007605.1	71	99	14111	Epstein-Barr virus	SAMN03656421
SRR2016960	NC_007605.1	66	99	35299	Epstein-Barr virus	SAMN03656422
SRR2016962	NC_007605.1	55	99	2419	Epstein-Barr virus	SAMN03656424
SRR2016962	NC_006273.2	100	98	20757	Human cytomegalovirus	SAMN03656424
SRR2016964	NC_007605.1	53	100	6362	Epstein-Barr virus	SAMN03656426
SRR2016966	NC_007605.1	60	99	42799	Epstein-Barr virus	SAMN03656428
SRR2016967	NC_007605.1	78	99	35210	Epstein-Barr virus	SAMN03656429
SRR2016968	NC_007605.1	88	99	46725	Epstein-Barr virus	SAMN03656430
SRR2016969	NC_007605.1	66	99	96157	Epstein-Barr virus	SAMN03656431
SRR2016970	NC_007605.1	61	99	72377	Epstein-Barr virus	SAMN03656432
SRR2016972	NC_007605.1	59	99	28859	Epstein-Barr virus	SAMN03656434
SRR2016973	NC_007605.1	70	99	80501	Epstein-Barr virus	SAMN03656435
SRR2016974	NC_007605.1	51	99	24202	Epstein-Barr virus	SAMN03656436
SRR2016975	NC_007605.1	57	99	38413	Epstein-Barr virus	SAMN03656437
SRR2016976	NC_007605.1	52	99	23225	Epstein-Barr virus	SAMN03656438
SRR2016977	NC_007605.1	71	99	101051	Epstein-Barr virus	SAMN03656439
SRR2018836	NC_007605.1	56	99	538	Epstein-Barr virus	SAMN03611588
SRR2034946	NC_001405.1	67	98	2782	Human adenovirus	SAMN03703588
SRR2034947	NC_001405.1	58	98	2028	Human adenovirus	SAMN03703589
SRR2034948	NC_001405.1	65	98	3104	Human adenovirus	SAMN03703590
SRR2034949	NC_001405.1	61	98	4120	Human adenovirus	SAMN03703591
SRR2034950	NC_001405.1	58	98	4606	Human adenovirus	SAMN03703593
SRR2034951	NC_001405.1	67	98	3268	Human adenovirus	SAMN03703595
SRR2049536	NC_007605.1	66	99	1181	Epstein-Barr virus	SAMN03759646
SRR2049748	NC_001716.2	83	99	617	Human herpesvirus 7	SAMN03760006
SRR2056451	NC_007605.1	55	96	211	Epstein-Barr virus	SAMN03765143
SRR2062580	NC_010277.2	59	100	3657	Merkel cell polyomavirus	SAMN03775158
SRR2062581	NC_010277.2	59	100	3614	Merkel cell polyomavirus	SAMN03775159
SRR2062582	NC_010277.2	58	100	3502	Merkel cell polyomavirus	SAMN03775160
SRR2062583	NC_010277.2	54	100	1903	Merkel cell polyomavirus	SAMN03775161
SRR2062584	NC_010277.2	55	100	1734	Merkel cell polyomavirus	SAMN03775162
SRR2062585	NC_010277.2	59	100	1849	Merkel cell polyomavirus	SAMN03775164
SRR2064017	NC_006273.2	100	99	3357	Human cytomegalovirus	SAMN03776549
SRR2064018	NC_006273.2	96	99	1023	Human cytomegalovirus	SAMN03776550
SRR2064019	NC_006273.2	100	99	5469	Human cytomegalovirus	SAMN03776551
SRR2064020	NC_006273.2	100	99	976952	Human cytomegalovirus	SAMN03776552
SRR2064021	NC_006273.2	100	100	696434	Human cytomegalovirus	SAMN03776553
SRR2064022	NC_006273.2	100	100	1188857	Human cytomegalovirus	SAMN03776554
SRR2064023	NC_006273.2	100	100	9214708	Human cytomegalovirus	SAMN03776555
SRR2064024	NC_006273.2	100	100	6343	Human cytomegalovirus	SAMN03776556
SRR2064025	NC_006273.2	100	99	75738	Human cytomegalovirus	SAMN03776557
SRR2064026	NC_006273.2	100	100	22134	Human cytomegalovirus	SAMN03776558
SRR2064027	NC_006273.2	100	100	5072852	Human cytomegalovirus	SAMN03776559
SRR2064028	NC_006273.2	100	100	4207717	Human cytomegalovirus	SAMN03776560
SRR2064029	NC_006273.2	100	100	6645697	Human cytomegalovirus	SAMN03776561
SRR2064030	NC_006273.2	100	100	26311284	Human cytomegalovirus	SAMN03776562
SRR2079349	NC_007605.1	97	100	45655	Epstein-Barr virus	SAMN03797541
SRR2079350	NC_007605.1	97	100	59645	Epstein-Barr virus	SAMN03797541
SRR2079351	NC_007605.1	97	100	57792	Epstein-Barr virus	SAMN03797541
SRR2079352	NC_007605.1	98	99	91243	Epstein-Barr virus	SAMN03797541
SRR2079353	NC_007605.1	97	100	75802	Epstein-Barr virus	SAMN03797541
SRR2079354	NC_007605.1	97	100	77220	Epstein-Barr virus	SAMN03797541
SRR2079355	NC_007605.1	97	100	55684	Epstein-Barr virus	SAMN03797542
SRR2079356	NC_007605.1	97	100	205571	Epstein-Barr virus	SAMN03797543
SRR2079357	NC_007605.1	97	100	221578	Epstein-Barr virus	SAMN03797543
SRR2079358	NC_007605.1	97	100	214894	Epstein-Barr virus	SAMN03797543
